date_checked,departure_date,from,to,price,currency,airline,departure_time,arrival_time,offer_id
2025-07-15,2025-09-07,IST,ISB,400.63,EUR,PK,2025-09-07T20:30:00,2025-09-08T03:50:00,24
2025-07-15,2025-09-07,IST,ISB,400.63,EUR,PK,2025-09-07T20:30:00,2025-09-08T03:50:00,25
2025-07-15,2025-09-07,IST,ISB,506.14,EUR,EK,2025-09-07T19:25:00,2025-09-08T00:55:00,26
2025-07-15,2025-09-07,IST,ISB,516.63,EUR,EK,2025-09-07T14:05:00,2025-09-07T19:35:00,27
2025-07-15,2025-09-07,IST,ISB,516.63,EUR,EK,2025-09-07T22:25:00,2025-09-08T03:55:00,28
2025-07-15,2025-09-07,IST,ISB,516.63,EUR,EK,2025-09-07T22:25:00,2025-09-08T03:55:00,29
2025-07-15,2025-09-07,IST,ISB,521.63,EUR,EK,2025-09-07T19:25:00,2025-09-08T00:55:00,30
2025-07-15,2025-09-07,IST,ISB,521.63,EUR,EK,2025-09-07T23:20:00,2025-09-08T04:50:00,31
2025-07-15,2025-09-07,IST,ISB,521.63,EUR,EK,2025-09-07T19:25:00,2025-09-08T00:55:00,32
2025-07-15,2025-09-07,IST,ISB,521.63,EUR,EK,2025-09-07T18:35:00,2025-09-08T00:05:00,33
2025-07-15,2025-09-07,IST,ISB,539.14,EUR,FZ,2025-09-07T14:05:00,2025-09-07T19:35:00,34
2025-07-15,2025-09-07,IST,ISB,559.23,EUR,WY,2025-09-07T18:30:00,2025-09-08T00:25:00,35
2025-07-15,2025-09-07,IST,ISB,575.61,EUR,EY,2025-09-07T00:10:00,2025-09-07T05:35:00,36
2025-07-15,2025-09-07,IST,ISB,575.61,EUR,EY,2025-09-07T00:10:00,2025-09-07T05:35:00,37
2025-07-15,2025-09-07,IST,ISB,1833.73,EUR,QF,2025-09-07T19:25:00,2025-09-08T00:55:00,38
2025-07-16,2025-09-04,IST,ISB,247.97,EUR,KU,2025-09-04T13:00:00,2025-09-04T16:35:00,1
2025-07-16,2025-09-04,IST,ISB,255.70,EUR,QR,2025-09-04T13:45:00,2025-09-04T18:10:00,2
2025-07-16,2025-09-04,IST,ISB,255.70,EUR,QR,2025-09-04T13:45:00,2025-09-04T18:10:00,3
